"","z_GLG_LDL","z_GLG_TG","z_CARDIOGRAMPLUSC4D_CAD","z_GIANT_BMI","z_GIANT_WHR","Cluster","entropy"
"43",-1.54519129219354,0.149321437787487,0.199536620804734,5.58679386387388,2.03352014925305,3,0.0884460823689134
"44",1.70197529258592,0.335696162431297,5.91844482209457,0.113921527733638,1.95996398454005,2,0.014914359593199
"45",-4.76272082588545,-6.3924955296315,-2.33244106345824,4.16709939985163,-5.95504517608582,2,8.07096090066586e-05
"46",-0.210214837038797,0.52382537868357,1.84298842847515,5.70029539749056,2.27343465094278,3,0.0655768461617081
"47",-0.725573942698066,0.105851720794258,2.49791824752727,3.46833192725883,7.13050684817132,2,0.0722488377164529
"48",4.19594022082015,3.12867394915522,-8.56401885793214,4.08240909537658,-0.268688430521398,2,2.88958303947835e-07
"51",-1.02492198533538,1.34693862611027,2.38121793353534,6.44278604824957,2.38670773449225,3,0.0189068483283014
"54",-1.75181889922073,-5.05240098026356,-3.66963188182755,5.46855389953484,2.69601383090219,2,0.0666494892731016
"58",0.52324133445441,0.173609685087124,0.250835879941243,6.02349852625317,3.13383632958709,3,0.0709283273699456
"60",1.14792385353142,-3.3095382395041,-0.728469553188438,3.62983722839499,-3.19465105376329,2,0.0373196346186989
"61",1.13065578027479,1.36326185246249,1.55928094373948,6.39277676904949,2.29036787785527,3,0.0358327573505699
"62",-0.0555702731502623,-1.67110589803131,0.126440935894271,4.64223791756143,-6.36687380769713,2,8.02323952563496e-06
"64",0.310431261644801,0.00571350976649611,-1.55871478850481,7.86679928456841,2.58649136848719,3,0.0603107076879494
"65",-1.1936880927015,-1.41455162781562,-2.36639641401244,0.663984861870907,-5.19026056720308,2,0.00753623569983638
"67",-1.31205967659324,-1.11535108994921,-5.88837981692218,3.06113452642674,-1.3407550336902,2,0.00218838947313092
"68",-1.37067735937125,0.416261736124817,1.4121459207035,6.67629914440354,2.55840554469313,3,0.016906015317303
"69",-0.901166123209059,2.0406060535041,-1.45417317545817,1.41013440486763,6.62383391631119,2,0.0148494677600286
"70",-0.795401864524743,1.4794433726167,0.669057812519439,10.4748567753887,3.23966976393633,3,1.79547850424522e-05
"71",3.08993545001467,2.31946198637054,3.27388439621712,12.9261425273484,5.16534175680171,3,9.60566561283583e-07
"73",0.46713960522413,2.04687865858963,1.33458411467781,5.36537770055816,1.43953147093844,3,0.0766290095354506
"75",-2.37582004670861,-2.25905441885259,-1.95934497514716,2.60509048313648,-3.3169681183712,2,0.0588562582284335
"76",-1.55267833784075,2.42543627089571,-0.298475333023725,7.04724106374358,0,3,0.0217407776668743
"77",-0.65821498058404,1.7609905645795,0.0683120902309163,6.17027806363511,0.568051498338983,3,0.0499736127225107
"78",0.872198679098948,-2.23526433557053,1.18756787653848,3.38024971390626,-3.29335326873729,2,0.0485676295414653
"80",-0.488352755240163,0.313501080390592,5.92463069205005,0.937502769170445,0.80642124701824,2,0.0143200153058937
"81",0.0352594700625682,1.26912554880335,6.66403963843526,1.13475483709561,0.716066138711944,2,0.0047832203258381
"83",1.73363452695162,-4.41767016264055,-2.61540005531306,1.78843175234932,6.72436359133886,2,0.0137413267074225
"85",-15.4292288721362,-1.05995037468254,-1.82520566008142,5.6724902845297,2.86680666741123,1,1.09636961908543e-14
"89",-9.74764341889096,-6.46469995827495,-1.4458321010319,1.26967618291718,1.51410188761928,1,0.000756936479664514
"90",0.199794533639906,-1.71128535253361,0.927856714859575,3.9855632363966,-5.09169550357897,2,0.000745011509053301
"92",-0.800363883332384,1.58882459006781,2.37475503809702,2.25425707593885,-6.99780694807245,2,0.000134026037596877
"93",1.77498720425681,0.154773352063657,-1.83302334130319,2.58944778605944,5.64005080235791,2,0.0640317536215464
"94",1.21151001160615,2.31268435159282,-13.6579532088982,1.66501381329661,-0.138304207961404,2,8.04614486626561e-13
"95",7.54852469618872,0.569703299196432,0.656506945762096,1.95751000054605,1.4489191777465,1,0.0269416994529076
"96",6.18862830174772,-0.321673573381777,1.73011461242495,1.2044906338691,-0.10043372051147,1,0.0533009262808662
"100",-2.87260714994864,-4.76763617812375,2.49386947597557,0.605269414941509,-3.92703351865615,2,0.0558983590131096
"102",2.02332161301437,0.206884579200007,-5.62547331956848,0.173956053234759,1.83167403040018,2,0.0229223908398021
"104",0.0319649530763233,-5.06631056116667,-4.24254419714889,4.91012145678545,-7.82691169927065,2,3.02896806813274e-10
"105",1.41836091557738,0.981455813992808,1.88330534125719,12.5587927175453,6.80401323022807,3,3.49720453547364e-07
"108",0.626480230433775,-1.36676173599337,2.90445762473821,0.555577085137002,4.98802397553822,2,0.0844271804829386
"109",0.292505703128609,1.24590302338506,0.732833149864396,5.64908935787679,4.25398433373944,3,0.059980658146214
"112",0.956751772947375,4.6201841401843,1.41318478156081,0.874779020686518,12.0526344873924,2,2.3839298925032e-10
"113",-0.916127548998265,-2.8005854532568,-1.62532278010065,4.70812971575356,-2.54269881939905,2,0.0271605078811073
"114",-2.75412435530304,-0.455389020968464,6.7074903863476,0.023686212030729,-0.694937466117458,2,0.00118279548987561
"118",-8.51251550216322,-2.25841176366485,-2.28555679851562,0.661799073484022,-0.371856089385074,1,0.00146715756110948
"119",-3.70508815428683,-5.0506582470804,-11.4192794010649,4.8244115504755,-0.618147752283952,2,7.99292925801895e-09
"120",0.420527697544103,1.42831921372431,2.40424292697552,5.78297723036737,3.43161440362327,3,0.0452255534005352
"121",1.18302308125674,-0.337818457093421,-6.18808367940163,0.0755212383864247,0.643345405392917,2,0.0127982851666896
"122",-6.88267118362409,-2.27237600650627,-1.40378124667014,0.294282616372957,0.46723178606219,1,0.0281718903777651
"123",0.146848619642264,-3.78872290759454,-1.08927984036934,0.528966718009998,-6.77186677055221,2,0.000505255529678415
"124",4.89065692273549,-3.92111550255982,0.583594442660594,0.270468301747628,-1.76836442427216,1,0.01835619511173
"125",-6.51897383448217,-2.82432712536034,-2.21078108923135,1.49123426685705,0.674489750196081,1,0.0530201048196249
"126",1.43150796871045,-18.6197064279853,-0.759057769315806,2.51320264609756,-2.46733334308807,1,3.37318528297861e-14
"127",-1.59148708351536,1.61366550491048,1.17801832692852,6.18191157071068,1.75068607125217,3,0.018661017726764
"128",1.47133700667046,-0.827594824980449,-1.91754917465991,2.96457636987572,-3.54675979734756,2,0.0135765442958553
"131",2.1788878578488,1.33645683552388,6.56113429607881,2.65524851683545,0.643345405392917,2,0.0179868112968131
"134",-2.72551088019626,-4.10957660413077,6.02510487760673,0.279884859725348,-3.21028435073357,2,0.00131447307650768
"136",-7.65043536387053,2.30690709356422,-0.0701836344739819,0.65743694912014,3.07571282216101,1,0.000163503845702925
"141",1.71367576138035,23.3314926697192,4.68497068868498,0.19398207760297,1.3936118871228,1,5.99245545918821e-23
"146",-0.970293934104682,-3.66826710003826,-1.04991237815409,0.254123692605284,-6.08024373037442,2,0.00229276560350224
"147",0.330541276853104,1.25056109241369,0.75664345453184,7.23191694188937,0.371196500703875,3,0.0541105076874249
"151",-11.7786873460187,-16.2266341015497,-4.70329190711083,2.44718403152641,-2.8754689549942,1,3.5367804748288e-06
"152",-8.02445765652556,0.707804145447289,0.447116009964098,0.190259395333764,0.491494836779888,1,0.000568529781346069
"153",0.788849456053797,1.75353626660929,0.707701895604744,5.86233611010626,3.26361637006925,3,0.0351711938630835
"154",1.76835495999268,0.00674727534807322,-25.1665337749231,0.29400991531184,0.927452422664849,2,1.49821591644212e-41
"155",-0.0841171920496582,1.9449172423213,2.29617285438862,7.75636132455979,4.99955810878543,3,0.00214580623672635
"156",-0.273129405591969,3.63186799276999,1.75169248385148,5.21117168296478,3.82741747834378,3,0.0513060723643663
"160",-1.22017115276019,-0.487082312969102,0.72468923619046,6.14672317603528,3.54675979734756,3,0.0747198086799604
"163",-11.4792937286517,2.27839185023453,-5.87651241377902,0.145609960630826,-1.39730499937018,1,1.28198665211255e-09
"165",-0.407912883741984,-1.94583259339816,-6.18025042109326,0.517082068000398,0.623430917560922,2,0.0234027816688436
"166",-0.296825154463955,-0.62892218686996,-7.8137752998876,1.23669590379574,-0.738846849185213,2,0.000268490354490756
"167",-0.795711491955653,-1.50158120682534,7.87232170811223,0.509670836600372,-0.607691328247017,2,0.000119520631835448
"168",-3.73346576794272,7.76005063473502,-1.30851025078966,4.36311593701324,5.02968409223832,1,7.04683136569369e-05
"171",0.460607464329898,1.21553979283979,-6.85971098761963,0.712352156756466,1.40292769373405,2,0.00570656769000738
"172",1.41047321502815,-0.383701096264557,5.92621323348241,0.600009356328428,-3.33272467953845,2,0.00982377174730631
"174",-0.41437431017156,1.21464897823399,0.306257888184045,6.54518947850277,3.09023230616781,3,0.0162651985390255
"175",0.486161403219672,-0.12102526160678,-4.02572516179399,4.90231975962557,0.328650739469387,2,0.0595174807457247
"176",-0.0472597031037924,-1.39106891170025,-5.23837117158263,7.5629297401295,0.479817719821769,2,0.00393619092292482
"182",-2.10584529121485,1.40051833344022,2.21308914986274,11.0723407878605,6.31195463738266,3,2.53622507909431e-06
"183",1.86472471955105,1.72854812939345,2.34223580084172,5.54313713234985,4.13822700093975,3,0.0853992583121922
"184",-0.874033519030991,1.60724789190022,0.0372172307224582,8.38333220844848,2.74235702114528,3,0.00104703756917601
"185",-11.3127639426593,11.8897349411399,-2.13138667160667,1.11068342756671,1.00871959344368,1,2.04484261503219e-24
"186",-0.238878238868013,-2.9257744066951,-2.07507914742273,4.00575385573307,-2.36561812686429,2,0.0284288821351035
"189",-1.10053290710296,-0.997545087569278,-6.13417917594976,0.707267915721318,-1.08031934081495,2,0.0120395682100121
"190",0.182870028624682,1.20734320056505,0.19129101513442,7.09324841217129,2.87036363331336,3,0.0110092433515432
"191",-9.49748731007077,-27.483339521245,-3.57584384262878,1.04223137727655,0.0917159356728677,1,4.8224309987499e-23
"193",-8.29417281667771,-2.14578669283786,-2.84150605005637,1.56654786661011,2.16289062414381,1,0.00121171331232039
"195",0.460296943826351,-3.14649666997035,0.660683199854593,2.78710751563756,-6.85255778190835,2,6.46342381584113e-05
"197",0.175228615830904,0.828301100079719,0.862840805994283,10.0617571318022,4.13822700093975,3,7.96149595352154e-05
"198",-1.160174245538,1.03238871611659,2.51597085067026,0.0431273718656201,-7.11737738561903,2,0.000345030135260765
"200",1.20113200457702,-1.66391208295322,6.53956020690027,1.62435530584244,2.36561812686429,2,0.00265081281631774
"201",6.02132032029329,-1.32702624831566,-6.10469061657222,4.43170700370386,1.03643338949378,2,0.00252833487946857
"202",-9.07204159035927,-0.0344291108292021,-4.33920358980978,0.762170560449198,1.194036089132,1,2.12120764271879e-05
"203",-3.46951446010224,-5.65015846024282,-2.77157394592888,3.8983259051163,-5.02631283605668,2,0.000362369027649203
"205",-0.562854674451901,1.55644076011897,1.20987880833733,6.86345369778576,3.88390865324054,3,0.00706585501716206
"207",1.37107441250398,0.235062250552967,-2.26055040734818,1.6939906079244,-5.17246190231975,2,0.00166310340678097
"208",-0.188863246703675,0.49089600892665,0.820994501845162,7.11813146514782,2.97814368442296,3,0.0113311484279352
"211",-1.36041068211858,-3.29986891162193,6.20527885598676,1.88152895726211,-2.71139874875882,2,0.00204544305421194
"212",6.95637505443749,0.00822887311955118,0.664859440331257,0.0249491170821735,0.688284012034928,1,0.0223456855656413
"213",-0.287016090372478,0.0520360105502628,1.14112982867817,6.78749147372745,3.33926628895092,3,0.0212130402575288
"214",0.167978745635397,1.41591634082656,1.49951415250979,6.36577981522221,3.34259145411899,3,0.0166030795874345
"216",1.32491302587216,1.55561361169714,1.77487335935929,7.69782660312616,5.33603704625806,3,0.0048341577660203
"221",0.448806746659589,-8.50013251934995,0.29853521899951,3.28843492212221,1.1491676610667,1,0.0453354864784539
"222",0.375619219899818,2.83776933679482,-0.166114809221495,5.78131263640429,4.50619641129448,3,0.0644177973573143
"226",0.748605193108684,0.379096422622713,1.32579955639044,8.49631733408014,4.2540750091596,3,0.00206365316691052
"227",0.355787114034875,4.62986738215915,2.13897368051751,5.33678329849341,4.83975391530283,3,0.0807037226940725
"229",-1.20994499532824,-0.284144037630685,7.92839289732592,1.76555818794369,0.025068908258711,2,0.000164647736683643
"231",1.27067400719111,3.58345370968429,0.489658461707625,5.3230240203014,2.56320566784702,3,0.0763410919213451
"234",-1.62858925705191,1.1197976522064,-0.302097287718016,6.09995248452198,2.21151780918668,3,0.0370946718537367
"236",0.875877368512935,1.57179331391407,-0.384749118449652,9.05134488106773,4.20870227671516,3,0.00105069674781101
"238",-0.891964594183088,0.921201350110359,1.87670308198236,10.4829318889233,4.79612476017561,3,1.34739094926325e-05
"240",0.147674065412036,1.04224091088365,1.44320546680253,5.40317918247786,3.57517029681494,3,0.0612118008597818
"241",0.0335314310239401,3.12320972770283,2.72668540857262,28.0083089717973,13.5923119096626,3,2.23526781909832e-39
"242",7.48471726327868,7.66577887483613,3.65249960090355,0.425291255720115,-0.971562875137602,1,0.00965786275610575
"244",9.75523178346042,4.53878234408757,3.38360824836688,2.35145801196478,-0.025068908258711,1,0.00112901724060393
"247",0.0385753381021438,-3.38184632796587,-3.19317015565397,3.59050634847272,-2.47202279225348,2,0.0108219677593665
"250",-5.79953976210633,3.0520185947922,-1.70982412737368,3.6008264303957,0.628667676773518,1,0.0019363066352718
"254",-1.89015921994096,-1.39365730331425,-1.37744146654226,3.42356923459661,-3.17821945526256,2,0.0966438543460229
"256",-0.342732115203429,0.591478285981591,1.72098690585866,5.9618487161231,2.22621176931718,3,0.0463519282695623
"261",-1.05258176288462,4.95725948261344,5.38190905558839,15.5322157945269,7.34647179556726,3,1.52963495074091e-12
"262",1.09846842033986,-2.55759092345864,-2.80366099316556,4.33524177943928,-1.05812161768477,2,0.0393759430602439
"263",-0.97124302939968,2.10364307270412,1.21271448462112,5.37087895867976,1.61956436837312,3,0.046346458999862
"264",-24.9690034420127,-1.80537327980763,-7.67225390002086,1.4728595940781,0.751041778889786,1,1.2732352810712e-39
"265",12.0312179274844,14.2435964230458,2.20014230758639,3.80820802083057,-1.6451752077867,1,1.55894011069081e-07
"267",1.24101556221591,-1.16430606392631,-1.96389215347482,2.11664485788219,6.60407759040563,2,0.00494334924010677
"269",-25.8006473507579,-9.63952366744354,-6.51916468053848,3.48016770863237,4.47615308519185,1,3.28772277871541e-34
"270",3.66057846023131,-0.97237731241385,2.99235956506921,9.47828547055246,6.35218965465169,3,0.0145177192330462
"271",1.65128692903937,4.00165864376137,2.37173883698212,7.83173053897014,3.63313355094725,3,0.00289316728449749
"272",0.11720197737703,-0.997545087569278,-0.0212392554707587,4.96605097872905,-3.89059188641309,2,0.00741074876536146
"275",-8.6021571548272,-4.51103332249877,-3.88059787830525,1.3391910448528,-1.79546939357528,1,0.0252091915295663
"276",-1.32603020054586,-9.46617902387122,2.30260815341892,0.763026806781446,-0.0177814022470015,1,0.0546342695289845
"277",0.290167526366352,-2.32743523271113,-1.76534619611973,3.34444169014092,-4.51545426651219,2,0.00155855265143826
"280",0.818275311695832,-1.04895245806179,-7.99178392188019,0.924357912233647,-3.06181415176176,2,5.60322283334057e-06
"282",-0.616143218687543,1.67390129326555,2.3795583191009,5.07188229898414,3.13818076805393,3,0.0773763255471477
"284",-1.01984916888833,-1.76908314650883,-6.39174802035998,0.449459801711481,-0.318639363964375,2,0.0154964918028675
"285",-1.45923659436285,-1.28469181393556,-1.99343257344131,1.2383130683612,-5.86840778611777,2,0.00162098842112954
